id,title,overview,genres,vote_average,vote_count,popularity,poster_path
62838,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,"35,10749",5.888,2158,3.0245,/TroWD1BdcLEL7Ycqv4kkCRw7KJ.jpg
30827,Deep Throat Part II,"Nurse Linda Lovelace works for libidinous sex therapist Dr. Jayson. One of the patients she is treating is Dilbert Lamb, a meek geek who's harboring plans for a top secret government computer. Both the KGB and FBI alike attempt to enlist Lovelace in order to obtain the data on the computer.","35,878",4.1,32,3.7337,/lMxfu7f0nVDTBerpH5LG4a0yvCQ.jpg
288985,The Porno Killers,"An international drugs deal goes wrong, and two New York hit-women are dispatched to Rome, Italy, to get the missing pay money. Even before departure the girls have a poolside hot party with two young men, and when they get to their hotel in Rome, they share a shower and an intimate moment together. At the beach, they make eye contact with a pair of Italian gigolos, then use judo and wrestling holds to dominate them - and impose their feminist supremacy. Finally, they will get close to the money, but their mission is made easier as the top men are fighting each other for it.","80,28",4.5,20,3.6705,/o6vDV0RjXW1XL1Huy8yY69YrI9l.jpg
10312,Patch Adams,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.","35,18",7.313,3267,3.9398,/xN1aKur5ddWQSXTqvzDPJD2TCxe.jpg
29427,The Crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,"9648,27,28",6.282,2088,3.2219,/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg
2179,Tenacious D in The Pick of Destiny,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.","35,10402,14,12",6.784,1649,3.0994,/xv3HhK0nx288ykaQXKMI0hFrjgy.jpg
1084812,Aavesham,Three college freshmen in Bangalore befriend an eccentric gangster to get revenge on their senior bullies.,"35,28",7.322,59,3.5553,/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg
942922,80 for Brady,"Four lifelong friends set out on an unforgettable journey to see their hero Tom Brady play in Super Bowl LI and witness one of the greatest comebacks in sports history, discovering that it's never too late to live life to the fullest. Inspired by a true story.","35,18",6.331,169,2.707,/qhSFHOS9CeXTqGgmbCi5pteIc6k.jpg
16910,Naruto the Movie: Legend of the Stone of Gelel,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...","16,12,14",6.714,408,3.1444,/itKMldwL6uhUZYO3X78NOFU4zzO.jpg
11099,The Final Cut,"Set in a world with memory implants, Alan Hakman is a 'cutter'—someone with the power of final edit over people's recorded histories—but his latest assignment puts him in great danger.","18,9648,878,53",6.049,709,3.6068,/hZ1G1uuZ1etwEhogwMDkXQRGWAO.jpg
489925,Eighth Grade,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,"35,18",7.164,1561,3.3965,/xTa9cLhGHfQ7084UvoPQ2bBXKqd.jpg
77883,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.","27,53",6.034,1623,2.7846,/loZYdcmgvnonHtH0XH0RI7rm8iA.jpg
6575,Walk Hard: The Dewey Cox Story,"Following a childhood tragedy, Dewey Cox follows a long and winding road to music stardom. Dewey perseveres through changing musical styles, an addiction to nearly every drug known and bouts of uncontrollable rage.","35,10402",6.578,688,3.1198,/Aa1IQ4Cuin3d7qIahvPheMmR4E5.jpg
3034,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",35,7.87,3193,2.6617,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg
136418,Hummingbird,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.","28,53",6.174,1737,3.5006,/bN2aGUOxHRwGms68WTDr2MHzkKa.jpg
9620,Paycheck,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.","28,12,9648,878,53",6.213,1853,2.6502,/icoa6KslkhXKnxLreZ6vXnDimpQ.jpg
486906,The Ambiguous Focus,"Torn by betrayal, Zhang Nan and Zhe must face the past and decide if their love can survive—or if it’s time to walk away for good.","10749,18",7.1,9,3.1113,/ljjJX43lwg6S3ZLPeSRWjJryMLR.jpg
486906,The Ambiguous Focus,"Torn by betrayal, Zhang Nan and Zhe must face the past and decide if their love can survive—or if it’s time to walk away for good.","10749,18",7.1,9,3.1113,/ljjJX43lwg6S3ZLPeSRWjJryMLR.jpg
64527,A Pool Without Water,"The man has a monotonous job punching tickets for the Japanese railway. One night, while walking home, he saves Jun from getting raped by two hoodlums. A few days later, he sneaks into her house but gets discovered. Later, as he watches his son subdue an insect with a chemical, the man gets an idea to subdue women while they're sleeping so he won't be discovered sneaking into their home. His new hobby spirals out of control as his confidence grows.","18,80,10749",5.4,14,2.8372,/mR3L5HagIwgBil20jm7C4NdkLlL.jpg
14534,Rudy,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.","18,36",7.361,689,3.5149,/fAbfTCRpjHe2rprXBly55KL1dL9.jpg
14069,The Girl Who Leapt Through Time,"When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.","14,16,18,878",7.781,2069,3.7526,/xHnlWM8BmqY419YUccYy2KC5Jqo.jpg
1398359,Tourist Family,A quirky Sri Lankan family seeking a fresh start in India transforms a disconnected neighborhood into a vibrant community with their infectious love and kindness.,"35,18,10751",8.0,2,3.5406,/rEffPihtdQXiXfRdfq7pPM5JDqa.jpg
24942,In the Sign of the Taurus,"The town's wealthy benefactor dies, and leaves a bizarre bequest: unless one of the self-righteous citizens can produce an illegitimate child in 9 1/2 months, all his money goes to homeless cats, and they must start paying taxes.","10749,35",6.7,15,3.3363,/ixuCBsZyaATWCISLd8tyDcsyt88.jpg
97375,Detective Conan: The Lost Ship in the Sky,"A terrorist group invades a laboratory containing a deadly bacteria and destroys the lab with an explosion. They later announce via the internet they have gained possession of the bacteria and declare themselves to be the Red Siamese Cats, a terrorist group that was eradicated a decade ago.","16,80,9648,28",7.112,129,3.4818,/kthV4ZwXO37pfCFTbX1cHOYie4r.jpg
551,The Poseidon Adventure,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.","12,18,53",7.101,913,2.7704,/6RGiA5BfhelU9zoD0b1GAG4GWWf.jpg
666950,An Affair: Kind Daughters-in-law 3,"Seok-joon has two sons; Min-seok, who is married, and Yoon-soo, who is not. Seok-joon tells them he is going to give allowance and his wealth to his daughters-in-law only. Yoon-soo asks one of his lady friends to get married for Seok-joon's money. Min-yeong and Yoon-jin pretend to be Yoon-soo's girlfriends. Then Yoon-jin falls for Seok-joon. The women visit the house often to get on Seok-joon's good side, and so does Yoon-soo's ex-girlfriend, Min-yeong. However, Seok-joon falls in love with Yoon-jin, and Yoon-soo is very disappointed in Seok-joon, who wants to start a new life...",10749,1.0,1,3.415,/vMkZ311wQLXsICzjcAqVQivqDKs.jpg
1424817,Armed,"A group of veteran marines steal a shipment of weapons from the military only to find a cold war era robot that hunts them down, determined to complete its mission. Nothing can stop this deadly killing machine.","878,27,28,53",3.8,6,2.8724,/zZCjLIwNgjx0yVDG7R4qygfalSH.jpg
23082,The Invention of Lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.","35,14,10749",6.207,2168,3.6975,/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg
2044,The Lake House,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.","18,9648,10749",7.036,2787,3.8317,/tHpc1118dYWLnHZleGhwZxRbpae.jpg
16237,Teen Titans: Trouble in Tokyo,"After a battle with a high-tech villain named, Saiko-Tek, the Teen Titans travel to the city of Tokyo where they find themselves embroiled in a conflict with an ancient enemy.","16,28,878,10770",7.83,417,3.4896,/4wMlDE1HzkVyYeDKuY1oDOWQlN2.jpg
243683,Step Up All In,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.","10749,18,10402",6.828,1946,3.6347,/hgAjyJyEvj5S9CeztXs39iEUJKS.jpg
26022,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","18,10749",8.0,1347,3.5566,/6VJYBNUdtRrW8flaiqrr6sFgwfw.jpg
37786,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.","35,18,10749",6.084,1652,3.6694,/iHSRxhZsPaVuLCivvV6WEkMVGWU.jpg
10559,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.","878,53",7.25,1835,3.5167,/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg
482849,Tales of the Bizarre 25th Anniversary Autumn Special: Film Directors Collection,"""Box"" Shuko Yoshino (played by Yuko Takeuchi), a researcher at a medical university, was suddenly hit in the head while working. When she woke up, she found herself locked in a sealed metal box. Ryota Murakami (played by Satoshi His Wife), a single office worker in ""Glasses Bring Happiness"", accidentally received a smart glasses. With the help of the glasses, he began to interact with the beautiful woman. Ayumu Miura (played by Mizuki Yamamoto); ""Fierce House"" Yukiko (Played by Miki Nakatani) Moved into a new house with her daughter Zhuli, but there seemed to be a terrible grudge living here; Hatsuno (played by Takashi Abe), the head of the financing department of ""×"", accidentally found a × on his forehead, but the people around him couldn't see it at all. Shotaro (played by Shinnosuke Manjima) is experiencing a difficult moment in life. When he was pushed to the extreme, he suddenly told the first lie in the world, and he and his two friends embarked on a magical journey.",,6.1,4,3.5502,/8sPRqBT0e1Nqk36CnDTpOElKnzE.jpg
920342,Monster's Battlefield,"The soldier king Qin Yang's fiancée Ye Qin met with an unknown beast and died tragically. Gu Ping invites him to participate in Ye Qin's scientific research before her death. But Gu Ping is using Ye Qin's research results to combine the genes of unknown beasts to create the ""Zero"" dragon creature. The intelligent dragon creature, coupled with the extra-terrestrial beast evolved by devouring,  an imminent city war is coming...","878,28,27",6.807,194,3.466,/nBVYp2xxx2R02n21EGlDky8CgWR.jpg
775996,Outside the Wire,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.","53,28,878",6.36,1817,2.8944,/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg
1858,Transformers,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,"12,878,28",6.814,11542,3.7108,/lkZ9gqCEjzX85lKR6Jjd1uGAXNp.jpg
8874,My Best Friend's Wedding,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.","35,10749",6.596,2717,3.0321,/b5g4bp8gS5ovMyR5439AII6zQ3n.jpg
30018,Mother,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.","80,18,9648",7.711,1541,3.9043,/8oBnSkZE6GDVugAbLPO6uJd4GcS.jpg
916728,Slingshot,"An elite trio of astronauts aboard a years-long, possibly compromised mission to Saturn's moon Titan, gears up for a highly dangerous slingshot manoeuvre that will either catapult them to Titan or into deep space.","878,53",6.141,152,3.8247,/e6cCBe7DQOn9OFdFJ0eyVwSC8hR.jpg
6283,MouseHunt,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.","35,10751",6.5,1268,3.257,/aqBPrWOzXEO3rWEk3DYTHBjXNZb.jpg
1018308,Free Sex,"Min-hyeok received a new tenant while using his house as a share house. One night, she finds Na-yeong sleeping on her front porch. Na-yeong entered the share house on the same day and the two sleep in the living room. Jin-woo came out after washing and Na-yeong woke up. Jin-woo has feelings for Na-yeong who is like four-dimensional... Meanwhile, Min-hyeok notices the strange currents of the two. Although Na-yeong knows Min-hyeok's feelings, he attracts Jin-woo to her room. The story of the dizzying love between two friends to take over a woman is just beginning.",10749,0.0,0,3.6606,/c4jO6GHz5hq3SuFBWkB3pw6iBsC.jpg
621587,Next Goal Wins,Dutch coach Thomas Rongen attempts the nearly impossible task of turning the American Samoa soccer team from perennial losers into winners.,"35,18",6.4,508,2.4002,/xTQCL1zGugIck8MgvJ2lXSrxENR.jpg
369557,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"10749,18,10402,35",7.867,2326,3.3831,/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg
236751,Heaven Is for Real,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.",18,6.693,815,4.5142,/w4k7KCwLPDixM13J2JYcqt9kHZ7.jpg
978,Seven Years in Tibet,"Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Lhasa, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.","12,18,36",7.157,2909,3.0693,/5euQXAgJ34TdUFl1t3O6Jw2lJAs.jpg
907,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.","18,10749,10752",7.55,1182,3.4063,/r0Iv2BiCFYDnzc6uU1q3AJ56igT.jpg
430040,The Hurricane Heist,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,"28,12,80,53",5.686,1028,2.7584,/rAmcj5IZcx59dhev3UnVDEGlImK.jpg
718444,Rogue,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.","28,12",5.6,701,3.1482,/uOw5JD8IlD546feZ6oxbIjvN66P.jpg
242095,The Signal,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness – only to find himself in a waking nightmare.","53,878",6.007,1708,4.6468,/r5v3gzfxtnO9bKebs5Ujee6LLP1.jpg
9730,Friday the 13th: The Final Chapter,"After his revival in a hospital morgue, Jason fixes his vengeful attention on the Jarvis family and a group of hitherto carefree teenagers.","27,53",6.102,1374,2.8275,/1J7zudfR3VLPwAf9lK5YPfSu0n6.jpg
1135850,STW,Kelas Bintang is back with this pack of drama called STW.,"18,10749",0.0,0,3.7992,/zKxhwCiCf9W9fFzVsZlQJzvFkQH.jpg
14412,Body Heat,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.","53,80",6.964,624,4.716,/5LipPcaW1J9IjAP7TOTesw8OcMS.jpg
751237,Umma,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.","27,9648",5.332,306,3.8182,/moLnqJmZ00i2opS0bzCVcaGC0iI.jpg
324181,The Resurrection of Jake The Snake,A fallen professional wrestling superstar battles his past demons in a struggle to reclaim his life and the family that has given up on him.,99,7.5,53,1.8767,/ahtoXEU9n40QmwnwStAk7Mqz4Z8.jpg
5919,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.","28,18,53",7.014,957,2.7871,/mFM1GbrRrT3DWUFFo8koSITFnYe.jpg
5919,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.","28,18,53",7.014,957,2.7871,/mFM1GbrRrT3DWUFFo8koSITFnYe.jpg
486131,Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.","28,80,35,9648",6.537,1755,2.9999,/joNpwk3wQXpiv6d2bPemjWj3CBd.jpg
623491,The Babysitter: Killer Queen,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.","35,27",6.352,1692,3.2259,/imy1OoT1xddt2kqw6hhc4v01e8i.jpg
77805,Lovelace,"Story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",18,6.011,702,3.3357,/9zdacmBswpiyLJfynWeGFXxHP1i.jpg
635731,Pig,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,"18,53,9648",6.655,1521,3.1071,/1InMm4Mbjx8wCKvIy5gglo5i3HN.jpg
211707,Grounded: Making The Last of Us,"A feature-length exploration of the game's creation, and a love letter to the trials of exploring new territory. There are no road maps or guide books for creating a new world. The only way through is to fail—over and over again. This is the story of how a team of artists, musicians, programmers, writers, actors, filmmakers, playtesters, and a lonely UI designer—came together and pushed each other to build something larger than themselves.",99,7.5,34,3.1545,/dhfM8t16UlDwljSkKlYVGkL92Mf.jpg
685274,Mobile Suit Gundam Hathaway,"12 years after Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.","16,28,18,878",7.345,126,2.8402,/ddXiPNRWx9YuThYZGzac2KQEfgC.jpg
573531,Halo Legends,The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,"16,10752,28,878",7.3,161,2.9543,/cO3iAp2pPNdWE9eqS4pTEY5HghY.jpg
6620,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.","35,10749,18",7.508,1266,3.7271,/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg
1654,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.","28,12,10752",7.598,1231,3.8039,/tFWWsuhp22zJ6OG6QepJIiPUfeF.jpg
1887,Marie Antoinette,"The retelling of France’s iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.","18,36",6.697,2796,3.3411,/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg
9564,Asterix & Obelix Take on Caesar,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.","10751,12,35,14",5.99,1922,3.4991,/sJ4zNakOuWcsW6ssH1qk80JehQ2.jpg
1017781,Wolf: Wanderer Without Borders,"The wolf was almost completely eradicated in Europe over the past few centuries. The species also disappeared from the Netherlands 150 years ago and it was believed that this was forever. Only small populations survived in the large forests of Eastern Europe. In recent decades, not only did the wolf get legal protection, it also started a remarkable comeback. With time this magnificent animal found its way back from Poland through Germany to the Netherlands and Belgium. The carnivore, around which there are many myths and which is very often portrayed as bloodthirsty, welcomed back by many and despised by others. Are wolves really that dangerous to people? This exceptional documentary follows the journey of a young, lone wolf which grows up in eastern Germany and then head westwards on its search for its own territory and a consort to finally settle down in the Netherlands to found there the first permanent wolf pack since the extermination of the species long time ago.",99,9.0,4,3.2514,/nbCDVEZef0QECyi6kKvsnSUT5oS.jpg
447759,Adult Only Institute,"Chi-soo is a repeater who gets bullied by his friends. However, he had a secret about his body that rumors wouldn't die down about...  The secret was that he was the possessor of an outstanding package. Rumors about Chi-soo spread and all the women begin to desire him.  Chi-soo who realizes what he has, takes revenge on those who bullied him by conquering all their women...","35,18,10749",4.615,13,3.5772,/kASFn7TC1TRVswbr7p8hQOOybho.jpg
945937,Fast Charlie,"When his aging mob boss is whacked, Charlie Swift, a loyal friend and hired gun, will stop at nothing to destroy the upcoming crew that took him out.","28,80,18",6.206,214,3.4924,/3y72ffwYRUPOj4yOQbiTaN897Tm.jpg
911916,Spider-Man: Beyond the Spider-Verse,"Miles Morales is now a fugitive on the run from every other Spider in the multiverse, and Gwen and his other friends might not be enough to help him.","16,28,12,878",0.0,0,3.0649,/rZ4arzyaDyI8l9Y7VIPPsDGARwh.jpg
912598,Bubble,"In an abandoned Tokyo overrun by bubbles and gravitational abnormalities, one gifted young man has a fateful meeting with a mysterious girl.","16,12,878,14",7.314,430,2.8353,/kk28Lk8oQBGjoHRGUCN2vxKb4O2.jpg
9969,Deck the Halls,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating.","35,10751",5.61,732,2.8084,/smJDzhYGhl6j9OrucsB7IkMNy82.jpg
809107,Z-O-M-B-I-E-S 3,"Zed and Addison are beginning their final year at Seabrook High in the town that’s become a safe haven for monsters and humans alike. Zed is anticipating an athletic scholarship that will make him the first Zombie to attend college, while Addison is gearing up for Seabrook’s first international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, provoking something other than friendly competition.","14,35,10751,10770",7.384,398,3.2605,/d77E4mv8FvqPsTunLNNvqiX7Hd4.jpg
666243,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.","16,28,14",7.469,996,3.8017,/ckjlfMg2lXQK5aav33BCBgtsYWh.jpg
109431,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.","35,80",5.853,3356,3.3499,/lIliJCGoWT6tEVaDivLpXEf038w.jpg
14919,Batman: Mask of the Phantasm,"Andrea Beaumont leaves her father to return to Gotham, rekindling an old romance with Bruce Wayne. At the same time, a mysterious figure begins to hunt down Gotham's criminals, wrongly implicating Batman in the murders. Now on the run from the law, Batman must find and stop the culprit, while also navigating his relationship with Andrea.","28,16,80,9648,18",7.488,1145,3.4106,/hT4ehUteagUrhUOHAtmYiY7mp5l.jpg
695958,The Girl on the Train,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.","18,53",6.0,82,3.3435,/6Zvov912Mm0mrjR5nEGbSujjnGE.jpg
1192209,Noah's Ark,"A pair of mice attempt to board Noah's Ark: Vini, a charismatic poet with terrible stage fright, and Tito, a talented and charming guitarist. When the rains come, only one male and one female of each species is allowed on Noah's Ark. With the help of an ingenious cockroach and fate's good luck, Vini and Tito sneak their way onto the Ark and together avert a showdown among the ships carnivores and plant eaters. All the while, the animals perform a series of classic songs inspired by world renowned poet, Vinicius de Moraes. Can these talented stowaways use music to break the tension and help these cooped up creatures survive the 40 days and 40 nights together?","16,10402,35,14,10751",6.9,99,3.6745,/x6wH1kowr6uNFJ12CVKsRHzC0cm.jpg
2665,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",35,6.101,1141,2.9887,/zs7Pjyabt0fwe2XqIx0gnF9Q4np.jpg
1281,Bean,"Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.","10751,12,35",6.456,2446,3.8559,/IwrDPrB4d2DMcpnGkvan46yINL.jpg
397422,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.","18,35",5.677,2015,3.1106,/ttC00xcQ5UIO04kU8y0h5OAIYYJ.jpg
16353,Ong Bak 2,"Tien, the son of Lord Sihadecho — a murdered nobleman — is taken under the wing of Chernang, a renowned warrior and leader of the Pha Beek Krut.","12,28,53",6.408,648,3.331,/5Iue46Q6d1EGMPl7XraeRAMdMoY.jpg
9610,Conan the Destroyer,"Conan is commissioned by the evil queen Taramis to safely escort a teen princess and her powerful bodyguard to a far away castle to retrieve the magic Horn of Dagoth. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro, the warrior woman Zula, and the inept Malak. Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.","12,14,28",6.121,1526,2.9961,/m5i7S46DT1ESy7URkh2l92awGRr.jpg
2291,Jacob's Ladder,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness.","18,9648,27",7.359,1701,3.8228,/ufLcHIi1aXjjH8MediAMvnwDsVI.jpg
8834,Conspiracy Theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.","28,18,9648,53",6.604,1507,2.8076,/wj0n6gci4EMWRhV9ozCKTgESGdB.jpg
47525,The Magic of Ordinary Days,"Pregnant out of wedlock, an educated young woman is pressured by her father into an arranged marriage with a lonely farmer in this drama set during WWII.","18,10749,10770",7.243,70,3.9719,/4UAR1KJNyvBdhTXmmlxqROUCxi2.jpg
